Segment,Frequency,Year,Quarter,Month,City,TOM_4q,Share_closed_2w_4q
EFH,quarterly,2012,2,,Düsseldorf,,
EFH,quarterly,2012,3,,Düsseldorf,,
EFH,quarterly,2012,4,,Düsseldorf,73.67340850830078,0.18453707173466682
EFH,quarterly,2013,1,,Düsseldorf,84.77497673034668,0.15256081894040108
EFH,quarterly,2013,2,,Düsseldorf,86.65536880493164,0.1573362536728382
EFH,quarterly,2013,3,,Düsseldorf,88.86364936828613,0.18527814373373985
EFH,quarterly,2013,4,,Düsseldorf,92.67066955566406,0.17028515972197056
EFH,quarterly,2014,1,,Düsseldorf,88.25785255432129,0.17106748186051846
EFH,quarterly,2014,2,,Düsseldorf,86.30311393737793,0.17409616895020008
EFH,quarterly,2014,3,,Düsseldorf,88.47612762451172,0.1580739226192236
EFH,quarterly,2014,4,,Düsseldorf,84.67680358886719,0.17090050131082535
EFH,quarterly,2015,1,,Düsseldorf,85.05145263671875,0.17011817917227745
